Symbol,Date,Time,Open,High,Low,Close,TotalVolume,,,,,,,,,,,,,,,,Open
2317,2024/5/9,09:56:00,174,174,173.5,174,127,,,,,,,,,,,,,,,,
2317,2024/5/9,09:57:00,174,174.5,173.5,174,391,,,,,,,,,,,,,,,,
2317,2024/5/9,09:58:00,174,174.5,174,174,200,,,,,,,,,,,,,,,,
2317,2024/5/9,09:59:00,174,174.5,174,174,85,,,,,,,,,,,,,,,,
2317,2024/5/9,10:00:00,174.5,174.5,173.5,174,467,,,,,,,,,,,,,,,,
2317,2024/5/9,10:01:00,174,174,173.5,174,54,,,,,,,,,,,,,,,,
2317,2024/5/9,10:02:00,174,174,173.5,174,81,,,,,,,,,,,,,,,,
2317,2024/5/9,10:03:00,174,174,173.5,173.5,42,,,,,,,,,,,,,,,,
2317,2024/5/9,10:04:00,174,174,173.5,174,96,,,,,,,,,,,,,,,,
2317,2024/5/9,10:05:00,173.5,174,173.5,173.5,100,,,,,,,,,,,,,,,,
2317,2024/5/9,10:06:00,173.5,174,173.5,173.5,141,,,,,,,,,,,,,,,,
2317,2024/5/9,10:07:00,174,174,173.5,173.5,57,,,,,,,,,,,,,,,,
2317,2024/5/9,10:08:00,174,174,173.5,174,161,,,,,,,,,,,,,,,,
2317,2024/5/9,10:09:00,174,174,173.5,173.5,200,,,,,,,,,,,,,,,,
2317,2024/5/9,10:10:00,174,174,173.5,174,61,,,,,,,,,,,,,,,,
2317,2024/5/9,10:11:00,174,174,173.5,174,56,,,,,,,,,,,,,,,,
2317,2024/5/9,10:12:00,174,174,173.5,174,129,,,,,,,,,,,,,,,,
2317,2024/5/9,10:13:00,173.5,174,173.5,173.5,71,,,,,,,,,,,,,,,,
2317,2024/5/9,10:14:00,174,174,173.5,174,66,,,,,,,,,,,,,,,,
2317,2024/5/9,10:15:00,173.5,174,173.5,174,1122,,,,,,,,,,,,,,,,
2317,2024/5/9,10:16:00,174,174.5,174,174.5,103,,,,,,,,,,,,,,,,
2317,2024/5/9,10:17:00,174.5,174.5,173.5,174,649,,,,,,,,,,,,,,,,
2317,2024/5/9,10:18:00,174,174,173.5,173.5,67,,,,,,,,,,,,,,,,
