Symbol,Date,Time,Open,High,Low,Close,TotalVolume
2382,2024/5/9,10:33:00,274,274.5,274,274.5,30
2382,2024/5/9,10:34:00,274.5,275,274,275,66
2382,2024/5/9,10:35:00,275,275,274.5,274.5,36
2382,2024/5/9,10:36:00,275,275,274,274,124
2382,2024/5/9,10:37:00,274.5,274.5,274,274,36
2382,2024/5/9,10:38:00,274,274.5,274,274.5,14
2382,2024/5/9,10:39:00,274.5,274.5,274.5,274.5,42
2382,2024/5/9,10:40:00,274.5,275,274.5,274.5,26
2382,2024/5/9,10:41:00,274.5,275,274.5,274.5,18
2382,2024/5/9,10:42:00,275,275,274.5,274.5,11
2382,2024/5/9,10:43:00,274.5,275,274.5,275,24
2382,2024/5/9,10:44:00,275,275,274.5,275,18
2382,2024/5/9,10:45:00,275,275,274,274,682
2382,2024/5/9,10:46:00,274,274.5,274,274,19
2382,2024/5/9,10:47:00,274,274.5,274,274.5,11
2382,2024/5/9,10:48:00,274.5,274.5,274,274,32
2382,2024/5/9,10:49:00,274,274.5,273.5,273.5,61
2382,2024/5/9,10:50:00,273.5,273.5,273,273,334
2382,2024/5/9,10:51:00,273,273.5,273,273.5,29
2382,2024/5/9,10:52:00,273.5,273.5,273,273.5,30
2382,2024/5/9,10:53:00,273.5,273.5,273,273,31
2382,2024/5/9,10:54:00,273,273.5,273,273.5,27
2382,2024/5/9,10:55:00,273,273.5,273,273,17
2382,2024/5/9,10:56:00,273.5,273.5,273,273.5,98
2382,2024/5/9,10:57:00,273.5,273.5,273,273,52
2382,2024/5/9,10:58:00,273,273.5,273,273.5,51
2382,2024/5/9,10:59:00,273,273.5,273,273.5,29
2382,2024/5/9,11:00:00,273.5,273.5,273,273,27
2382,2024/5/9,11:01:00,273,273.5,273,273,34
2382,2024/5/9,11:02:00,273,273.5,273,273,30
2382,2024/5/9,11:03:00,273,273.5,273,273.5,21
2382,2024/5/9,11:04:00,273.5,273.5,273,273,46
2382,2024/5/9,11:05:00,273,273.5,273,273,29
2382,2024/5/9,11:06:00,273.5,273.5,273,273,36
2382,2024/5/9,11:07:00,273,273.5,273,273,88
2382,2024/5/9,11:08:00,273,273,272.5,273,462
2382,2024/5/9,11:09:00,272.5,273,272.5,273,27
2382,2024/5/9,11:10:00,273,273,272.5,272.5,58
2382,2024/5/9,11:11:00,272.5,273,272.5,272.5,19
2382,2024/5/9,11:12:00,273,273,272.5,272.5,29
2382,2024/5/9,11:13:00,272.5,273,272.5,272.5,34
2382,2024/5/9,11:14:00,272.5,273,272.5,272.5,78
2382,2024/5/9,11:15:00,272.5,273,272.5,272.5,59
2382,2024/5/9,11:16:00,273,273.5,272.5,273.5,194
2382,2024/5/9,11:17:00,273.5,273.5,273,273.5,17
2382,2024/5/9,11:18:00,273.5,274,273,273.5,264
2382,2024/5/9,11:19:00,273.5,274,273.5,274,66
2382,2024/5/9,11:20:00,274,274.5,273.5,273.5,45
2382,2024/5/9,11:21:00,274,274,273.5,274,8
2382,2024/5/9,11:22:00,274,274,273.5,274,20
2382,2024/5/9,11:23:00,274,274.5,274,274,26
2382,2024/5/9,11:24:00,274.5,274.5,273.5,273.5,84
2382,2024/5/9,11:25:00,274,274,273.5,274,136
2382,2024/5/9,11:26:00,273.5,274,273.5,274,14
2382,2024/5/9,11:27:00,274,274,273.5,273.5,7
2382,2024/5/9,11:28:00,274,274,273.5,274,11
2382,2024/5/9,11:29:00,274,274.5,273.5,274,71
2382,2024/5/9,11:30:00,274,274.5,274,274.5,26
2382,2024/5/9,11:31:00,274.5,274.5,274,274.5,11
2382,2024/5/9,11:32:00,274.5,274.5,274,274.5,15
2382,2024/5/9,11:33:00,274.5,274.5,274,274.5,137
2382,2024/5/9,11:34:00,275,275,274.5,274.5,13
2382,2024/5/9,11:35:00,274.5,275,274.5,275,21
2382,2024/5/9,11:36:00,275,275,274.5,274.5,10
2382,2024/5/9,11:37:00,274.5,275,274.5,274.5,25
2382,2024/5/9,11:38:00,275,275,274.5,275,15
2382,2024/5/9,11:39:00,275,275,274,274,244
2382,2024/5/9,11:40:00,274,274.5,274,274.5,15
2382,2024/5/9,11:41:00,274,274.5,274,274.5,12
2382,2024/5/9,11:42:00,274.5,274.5,274,274.5,16
2382,2024/5/9,11:43:00,274.5,274.5,274,274.5,17
2382,2024/5/9,11:44:00,274,274.5,274,274,19
2382,2024/5/9,11:45:00,274,274.5,274,274.5,7
2382,2024/5/9,11:46:00,274.5,274.5,274,274,18
2382,2024/5/9,11:47:00,274.5,274.5,274,274,144
2382,2024/5/9,11:48:00,274,274.5,274,274,9
2382,2024/5/9,11:49:00,274,274.5,274,274.5,16
2382,2024/5/9,11:50:00,274,274.5,274,274,59
2382,2024/5/9,11:51:00,274,274.5,274,274.5,9
2382,2024/5/9,11:52:00,274,274.5,274,274,11
2382,2024/5/9,11:53:00,274,274.5,274,274,29
2382,2024/5/9,11:54:00,274.5,274.5,274,274.5,19
2382,2024/5/9,11:55:00,274,274.5,274,274.5,37
2382,2024/5/9,11:56:00,274,274.5,274,274,17
2382,2024/5/9,11:57:00,274,274.5,274,274.5,248
2382,2024/5/9,11:58:00,274.5,275,274.5,275,18
2382,2024/5/9,11:59:00,274.5,275,274.5,274.5,59
2382,2024/5/9,12:00:00,275,275,274.5,275,27
2382,2024/5/9,12:01:00,275,275,274.5,275,30
2382,2024/5/9,12:02:00,274.5,275,274.5,274.5,20
2382,2024/5/9,12:03:00,274.5,275,274.5,274.5,28
2382,2024/5/9,12:04:00,275,275,274.5,275,16
2382,2024/5/9,12:05:00,275,275,274.5,274.5,19
2382,2024/5/9,12:06:00,275,275.5,274.5,275,328
2382,2024/5/9,12:07:00,275.5,275.5,275,275.5,22
2382,2024/5/9,12:08:00,275.5,275.5,275,275.5,20
2382,2024/5/9,12:09:00,275.5,275.5,275,275,26
2382,2024/5/9,12:10:00,275.5,275.5,275,275.5,23
2382,2024/5/9,12:11:00,275.5,275.5,275,275,72
2382,2024/5/9,12:12:00,275.5,275.5,275,275,17
2382,2024/5/9,12:13:00,275.5,275.5,275,275.5,20
2382,2024/5/9,12:14:00,275.5,275.5,275,275,21
2382,2024/5/9,12:15:00,275.5,275.5,275,275,17
2382,2024/5/9,12:16:00,275.5,275.5,275,275,32
2382,2024/5/9,12:17:00,275.5,276,275,276,241
2382,2024/5/9,12:18:00,276,276,275.5,276,249
2382,2024/5/9,12:19:00,276,276.5,276,276,305
2382,2024/5/9,12:20:00,276.5,276.5,275.5,276,217
2382,2024/5/9,12:21:00,276,276,275.5,276,19
2382,2024/5/9,12:22:00,276,276,275,275.5,215
2382,2024/5/9,12:23:00,275.5,275.5,275,275,21
2382,2024/5/9,12:24:00,275.5,276,275,276,107
2382,2024/5/9,12:25:00,276,276,275.5,276,19
2382,2024/5/9,12:26:00,276,276,275.5,275.5,19
2382,2024/5/9,12:27:00,276,276,275,275,97
2382,2024/5/9,12:28:00,275.5,275.5,275,275,33
2382,2024/5/9,12:29:00,275.5,275.5,275,275,19
2382,2024/5/9,12:30:00,275.5,275.5,275,275,20
2382,2024/5/9,12:31:00,275,275.5,275,275,18
2382,2024/5/9,12:32:00,275.5,275.5,275,275.5,27
2382,2024/5/9,12:33:00,275.5,275.5,275,275.5,23
2382,2024/5/9,12:34:00,275,275.5,275,275,20
2382,2024/5/9,12:35:00,275,275.5,275,275,26
2382,2024/5/9,12:36:00,275.5,275.5,275,275,14
2382,2024/5/9,12:37:00,275.5,275.5,275,275,18
2382,2024/5/9,12:38:00,275.5,275.5,275,275,24
2382,2024/5/9,12:39:00,275.5,275.5,275,275.5,23
2382,2024/5/9,12:40:00,275.5,275.5,275,275,29
2382,2024/5/9,12:41:00,275.5,275.5,275,275,25
2382,2024/5/9,12:42:00,275.5,275.5,275,275.5,23
2382,2024/5/9,12:43:00,275.5,275.5,275,275.5,29
2382,2024/5/9,12:44:00,275.5,275.5,275,275,23
2382,2024/5/9,12:45:00,275.5,275.5,275,275,21
2382,2024/5/9,12:46:00,275.5,275.5,275,275,33
2382,2024/5/9,12:47:00,275.5,275.5,275,275,18
2382,2024/5/9,12:48:00,275.5,275.5,275,275.5,89
2382,2024/5/9,12:49:00,275.5,275.5,275,275,63
2382,2024/5/9,12:50:00,275.5,275.5,275,275,24
2382,2024/5/9,12:51:00,275.5,275.5,275,275,20
2382,2024/5/9,12:52:00,275.5,275.5,275,275,21
2382,2024/5/9,12:53:00,275.5,275.5,275,275,53
2382,2024/5/9,12:54:00,275.5,275.5,275,275.5,48
2382,2024/5/9,12:55:00,275.5,275.5,275,275,36
2382,2024/5/9,12:56:00,275.5,275.5,275,275.5,48
2382,2024/5/9,12:57:00,275.5,275.5,275,275,20
2382,2024/5/9,12:58:00,275.5,275.5,275,275,41
2382,2024/5/9,12:59:00,275.5,275.5,275,275,79
2382,2024/5/9,13:00:00,275.5,275.5,274.5,274.5,326
2382,2024/5/9,13:01:00,275,275,274.5,274.5,57
2382,2024/5/9,13:02:00,275,275,274.5,274.5,68
2382,2024/5/9,13:03:00,274.5,275,274,274.5,119
2382,2024/5/9,13:04:00,274.5,274.5,274,274.5,25
2382,2024/5/9,13:05:00,274.5,274.5,274,274.5,19
2382,2024/5/9,13:06:00,274.5,274.5,274,274,23
2382,2024/5/9,13:07:00,274.5,274.5,274,274.5,25
2382,2024/5/9,13:08:00,274.5,274.5,273.5,274,441
2382,2024/5/9,13:09:00,274.5,274.5,274,274.5,49
2382,2024/5/9,13:10:00,274.5,274.5,274,274.5,93
2382,2024/5/9,13:11:00,274.5,274.5,274,274,209
2382,2024/5/9,13:12:00,274.5,274.5,273.5,273.5,87
2382,2024/5/9,13:13:00,274,274,273.5,273.5,21
2382,2024/5/9,13:14:00,274,274,273.5,274,174
2382,2024/5/9,13:15:00,274,274,273.5,273.5,34
2382,2024/5/9,13:16:00,274,274,273.5,273.5,28
2382,2024/5/9,13:17:00,274,274,273.5,273.5,61
2382,2024/5/9,13:18:00,274,274,273.5,273.5,49
2382,2024/5/9,13:19:00,274,274.5,273.5,274,521
2382,2024/5/9,13:20:00,274,274.5,274,274,25
2382,2024/5/9,13:21:00,274.5,274.5,274,274.5,50
2382,2024/5/9,13:22:00,274.5,274.5,274,274,99
2382,2024/5/9,13:23:00,274.5,274.5,274,274.5,62
2382,2024/5/9,13:24:00,274.5,274.5,274,274.5,85
2382,2024/5/9,13:25:00,274.5,275,274,275,145
2382,2024/5/9,13:30:00,274.5,274.5,274.5,274.5,1445
2382,2024/5/10,09:01:00,275,275,271.5,273,2269
2382,2024/5/10,09:02:00,272.5,273.5,271,272,777
2382,2024/5/10,09:03:00,272.5,273,271.5,272,428
2382,2024/5/10,09:04:00,272,272.5,271,272,356
2382,2024/5/10,09:05:00,272,273.5,271.5,273,168
2382,2024/5/10,09:06:00,273,274,273,273.5,155
2382,2024/5/10,09:07:00,273.5,274,273,273,181
2382,2024/5/10,09:08:00,273,273.5,272.5,273,167
2382,2024/5/10,09:09:00,272.5,273,272,272,106
2382,2024/5/10,09:10:00,272,273,272,272.5,88
2382,2024/5/10,09:11:00,272.5,273,272,272.5,57
2382,2024/5/10,09:12:00,272.5,273,272.5,272.5,78
2382,2024/5/10,09:13:00,272.5,273,272,272.5,62
2382,2024/5/10,09:14:00,273,273,272,272,47
2382,2024/5/10,09:15:00,272,272.5,271.5,271.5,365
2382,2024/5/10,09:16:00,271.5,272,271,271,172
2382,2024/5/10,09:17:00,271.5,271.5,271,271,49
2382,2024/5/10,09:18:00,271.5,271.5,270,270.5,663
2382,2024/5/10,09:19:00,270.5,271,270.5,270.5,92
2382,2024/5/10,09:20:00,270.5,271,270.5,270.5,137
2382,2024/5/10,09:21:00,270.5,271,270.5,270.5,111
2382,2024/5/10,09:22:00,270.5,271.5,270.5,271,203
2382,2024/5/10,09:23:00,271.5,272,271,271.5,135
2382,2024/5/10,09:24:00,272,272.5,272,272,98
2382,2024/5/10,09:25:00,272.5,272.5,271.5,271.5,204
2382,2024/5/10,09:26:00,272,272.5,271.5,272,59
2382,2024/5/10,09:27:00,272.5,272.5,272,272,32
2382,2024/5/10,09:28:00,272,272.5,271.5,271.5,86
2382,2024/5/10,09:29:00,271.5,272,271,271,96
2382,2024/5/10,09:30:00,271,271.5,271,271,59
2382,2024/5/10,09:31:00,271,271,270.5,270.5,188
2382,2024/5/10,09:32:00,270.5,271,270,270.5,150
2382,2024/5/10,09:33:00,270.5,271,270,270,93
2382,2024/5/10,09:34:00,270.5,270.5,270,270.5,97
2382,2024/5/10,09:35:00,270.5,271,270,270,156
2382,2024/5/10,09:36:00,270.5,270.5,269.5,269.5,605
2382,2024/5/10,09:37:00,269.5,270,268.5,268.5,396
2382,2024/5/10,09:38:00,268.5,269,268.5,269,303
2382,2024/5/10,09:39:00,268.5,269,268.5,268.5,85
2382,2024/5/10,09:40:00,268.5,269.5,268.5,269,270
2382,2024/5/10,09:41:00,269,269.5,269,269.5,60
2382,2024/5/10,09:42:00,269.5,270,269,270,211
2382,2024/5/10,09:43:00,270,270.5,269.5,270,125
2382,2024/5/10,09:44:00,270.5,270.5,269,269.5,142
2382,2024/5/10,09:45:00,269.5,270.5,269.5,269.5,98
2382,2024/5/10,09:46:00,270,270,269.5,270,30
2382,2024/5/10,09:47:00,269.5,270,269,269.5,121
2382,2024/5/10,09:48:00,269,269.5,269,269,74
2382,2024/5/10,09:49:00,269,269.5,268.5,268.5,196
2382,2024/5/10,09:50:00,269,269,268.5,269,49
2382,2024/5/10,09:51:00,268.5,269,268.5,268.5,32
2382,2024/5/10,09:52:00,268.5,269,268.5,268.5,110
2382,2024/5/10,09:53:00,268.5,270,268.5,269.5,248
2382,2024/5/10,09:54:00,269.5,270.5,269.5,270,357
2382,2024/5/10,09:55:00,270,270.5,270,270,44
2382,2024/5/10,09:56:00,270.5,270.5,269.5,269.5,66
2382,2024/5/10,09:57:00,270,270,269,269.5,76
2382,2024/5/10,09:58:00,269,269.5,269,269,44
2382,2024/5/10,09:59:00,269,269.5,269,269.5,42
2382,2024/5/10,10:00:00,269.5,270,269,270,56
2382,2024/5/10,10:01:00,269.5,270,269,269,77
2382,2024/5/10,10:02:00,269,269.5,269,269.5,39
2382,2024/5/10,10:03:00,269,269,268,268,344
2382,2024/5/10,10:04:00,268.5,268.5,268,268,69
2382,2024/5/10,10:05:00,268,269,268,268.5,100
2382,2024/5/10,10:06:00,268.5,269,268.5,268.5,30
2382,2024/5/10,10:07:00,268.5,269.5,268.5,269,112
2382,2024/5/10,10:08:00,269.5,269.5,269,269,29
2382,2024/5/10,10:09:00,269.5,269.5,268.5,268.5,75
2382,2024/5/10,10:10:00,268.5,269,268.5,268.5,41
2382,2024/5/10,10:11:00,268.5,269,268.5,269,41
2382,2024/5/10,10:12:00,268.5,269,268,268.5,180
2382,2024/5/10,10:13:00,268.5,269,268,269,178
2382,2024/5/10,10:14:00,268.5,268.5,268,268,139
2382,2024/5/10,10:15:00,268.5,268.5,268,268.5,160
2382,2024/5/10,10:16:00,268,268.5,267,267.5,848
2382,2024/5/10,10:17:00,267,268,267,267.5,150
2382,2024/5/10,10:18:00,267.5,268,267.5,267.5,95
2382,2024/5/10,10:19:00,267.5,268.5,267.5,268.5,223
2382,2024/5/10,10:20:00,268.5,268.5,268,268.5,71
2382,2024/5/10,10:21:00,268.5,268.5,268,268.5,47
2382,2024/5/10,10:22:00,268,268.5,268,268.5,56
2382,2024/5/10,10:23:00,268,268.5,268,268.5,35
2382,2024/5/10,10:24:00,268,268.5,268,268,26
2382,2024/5/10,10:25:00,268,268.5,268,268,26
2382,2024/5/10,10:26:00,268.5,270.5,268,270,594
2382,2024/5/10,10:27:00,270.5,271.5,270,271,408
2382,2024/5/10,10:28:00,271,272,271,271.5,191
2382,2024/5/10,10:29:00,271.5,272.5,271.5,272.5,319
2382,2024/5/10,10:30:00,271.5,272.5,271.5,271.5,192
2382,2024/5/10,10:31:00,271.5,272,271.5,271.5,52
2382,2024/5/10,10:32:00,271.5,272,271.5,271.5,78
2382,2024/5/10,10:33:00,271.5,272,271,271,62
2382,2024/5/10,10:34:00,271,272,271,271,70
2382,2024/5/10,10:35:00,271.5,271.5,271,271.5,50
2382,2024/5/10,10:36:00,271.5,272,271,271,73
2382,2024/5/10,10:37:00,271,271.5,271,271,64
2382,2024/5/10,10:38:00,271,271.5,271,271,63
2382,2024/5/10,10:39:00,271,271.5,271,271,61
2382,2024/5/10,10:40:00,271,271.5,270.5,271.5,87
2382,2024/5/10,10:41:00,270.5,271.5,270.5,270.5,58
2382,2024/5/10,10:42:00,271,271.5,270.5,271.5,52
2382,2024/5/10,10:43:00,271.5,273,271.5,273,617
2382,2024/5/10,10:44:00,272.5,273,272.5,272.5,112
2382,2024/5/10,10:45:00,272.5,273.5,272.5,273,339
2382,2024/5/10,10:46:00,273,273.5,272,272,246
2382,2024/5/10,10:47:00,272,272.5,271.5,271.5,90
2382,2024/5/10,10:48:00,271.5,272,271,271,58
2382,2024/5/10,10:49:00,271,271.5,271,271,128
2382,2024/5/10,10:50:00,271,271.5,271,271,45
2382,2024/5/10,10:51:00,271,271.5,271,271,51
2382,2024/5/10,10:52:00,271,271.5,270.5,270.5,77
2382,2024/5/10,10:53:00,270.5,271,270.5,270.5,62
2382,2024/5/10,10:54:00,270.5,271.5,270.5,271,139
2382,2024/5/10,10:55:00,271,271,270.5,270.5,45
2382,2024/5/10,10:56:00,270.5,271,270,270.5,71
2382,2024/5/10,10:57:00,270.5,271,270,270,46
2382,2024/5/10,10:58:00,270,271,270,270.5,100
2382,2024/5/10,10:59:00,270.5,271.5,270.5,270.5,39
2382,2024/5/10,11:00:00,270.5,271,270.5,270.5,68
2382,2024/5/10,11:01:00,270.5,271,270.5,270.5,39
2382,2024/5/10,11:02:00,270.5,271,270.5,270.5,55
2382,2024/5/10,11:03:00,270.5,271,270.5,270.5,51
2382,2024/5/10,11:04:00,270.5,271.5,270.5,271,115
2382,2024/5/10,11:05:00,271,271.5,271,271,93
2382,2024/5/10,11:06:00,271,272,271,271.5,55
2382,2024/5/10,11:07:00,271.5,271.5,271,271.5,53
2382,2024/5/10,11:08:00,271,271.5,271,271,60
2382,2024/5/10,11:09:00,271.5,271.5,271,271,54
2382,2024/5/10,11:10:00,271,271.5,271,271,46
2382,2024/5/10,11:11:00,271,271.5,271,271,65
2382,2024/5/10,11:12:00,271,271.5,270.5,270.5,47
2382,2024/5/10,11:13:00,270.5,271,270.5,270.5,44
2382,2024/5/10,11:14:00,270.5,271,270.5,270.5,57
2382,2024/5/10,11:15:00,270.5,271,270.5,271,83
2382,2024/5/10,11:16:00,271,271.5,270.5,271,50
2382,2024/5/10,11:17:00,271,271.5,270.5,270.5,52
2382,2024/5/10,11:18:00,270.5,271,270.5,270.5,57
2382,2024/5/10,11:19:00,271,271.5,270.5,270.5,65
2382,2024/5/10,11:20:00,270.5,272,270.5,271.5,85
2382,2024/5/10,11:21:00,271.5,272,271.5,271.5,40
2382,2024/5/10,11:22:00,271.5,272,271,271,82
2382,2024/5/10,11:23:00,271,271.5,271,271.5,49
2382,2024/5/10,11:24:00,271,271.5,270.5,270.5,80
2382,2024/5/10,11:25:00,271,271,270.5,270.5,45
2382,2024/5/10,11:26:00,270.5,271,270.5,270.5,50
2382,2024/5/10,11:27:00,270.5,271,270.5,270.5,54
2382,2024/5/10,11:28:00,270.5,271,270.5,270.5,51
2382,2024/5/10,11:29:00,270.5,271,270.5,270.5,44
2382,2024/5/10,11:30:00,270.5,271,270.5,270.5,43
2382,2024/5/10,11:31:00,270.5,271,270.5,270.5,77
2382,2024/5/10,11:32:00,270.5,271,270.5,270.5,55
2382,2024/5/10,11:33:00,270.5,271,270.5,270.5,49
2382,2024/5/10,11:34:00,270.5,271,270,270,60
2382,2024/5/10,11:35:00,270,270.5,270,270,55
2382,2024/5/10,11:36:00,270.5,270.5,270,270,86
2382,2024/5/10,11:37:00,270,271,270,270.5,47
2382,2024/5/10,11:38:00,270,271,270,270.5,45
2382,2024/5/10,11:39:00,270,270,270,270,39
2382,2024/5/10,11:40:00,270,270.5,270,270,48
2382,2024/5/10,11:41:00,270,270.5,270,270,69
2382,2024/5/10,11:42:00,270.5,270.5,270,270,50
2382,2024/5/10,11:43:00,270.5,270.5,270,270,41
2382,2024/5/10,11:44:00,270,270.5,270,270,64
2382,2024/5/10,11:45:00,270,270.5,270,270,52
2382,2024/5/10,11:46:00,270,270.5,269.5,269.5,126
2382,2024/5/10,11:47:00,269.5,270,269.5,269.5,41
2382,2024/5/10,11:48:00,269.5,270,269.5,269.5,33
2382,2024/5/10,11:49:00,269.5,270,269.5,269.5,33
2382,2024/5/10,11:50:00,269.5,270,269.5,270,61
2382,2024/5/10,11:51:00,269.5,270,269,269,183
2382,2024/5/10,11:52:00,269.5,270,269,269.5,108
2382,2024/5/10,11:53:00,269.5,270,269.5,269.5,54
2382,2024/5/10,11:54:00,269.5,270,269,269,55
2382,2024/5/10,11:55:00,269,269.5,269,269,49
2382,2024/5/10,11:56:00,269,269.5,269,269.5,100
2382,2024/5/10,11:57:00,269,269.5,269,269,50
2382,2024/5/10,11:58:00,269,269.5,269,269,44
2382,2024/5/10,11:59:00,269,269.5,269,269.5,50
2382,2024/5/10,12:00:00,269,270,269,269.5,109
2382,2024/5/10,12:01:00,269.5,270,269.5,270,74
2382,2024/5/10,12:02:00,269.5,270,269,269,133
2382,2024/5/10,12:03:00,269,269.5,269,269,40
2382,2024/5/10,12:04:00,269,269.5,269,269,46
2382,2024/5/10,12:05:00,269,269.5,269,269,45
2382,2024/5/10,12:06:00,269.5,269.5,269,269,39
2382,2024/5/10,12:07:00,269,269.5,269,269,59
2382,2024/5/10,12:08:00,269,269.5,269,269,43
2382,2024/5/10,12:09:00,269,269.5,269,269,60
2382,2024/5/10,12:10:00,269,269.5,268.5,269,84
2382,2024/5/10,12:11:00,269,269.5,269,269,73
2382,2024/5/10,12:12:00,269,269.5,269,269,54
2382,2024/5/10,12:13:00,269,269.5,269,269,45
2382,2024/5/10,12:14:00,269,269.5,269,269,68
2382,2024/5/10,12:15:00,269,269,268.5,268.5,49
2382,2024/5/10,12:16:00,268.5,269,268.5,268.5,58
